1101110011100000 | 0010001100000000
0101011111010000 | 1010100000000000
0110111001110000 | 1001000100000000
1010010111110000 | 0101101000000000
1010101101101000 | 0101010000000000
1110101111011000 | 0001010000000000
0011011100111000 | 1100100000000000
1111110010111000 | 0000001100000000
1101001001111000 | 0010110100000000
0001100111111000 | 1110011000000000
0110011110100100 | 1001100000000000
1110110010010100 | 0001001100000000
1101010100110100 | 0010101000000000
0001111010110100 | 1110000100000000
1111101111110100 | 0000010000000000
1100110011001100 | 0011001100000000
1101101110101100 | 0010010000000000
1111010101101100 | 0000101000000000
0011111011101100 | 1100000100000000
1001101100011100 | 0110010000000000
0111111001011100 | 1000000100000000
1011010111011100 | 0100101000000000
0110100100111100 | 1001011000000000
1010001010111100 | 0101110100000000
1000110001111100 | 0111001100000000
0100011111111100 | 1011100000000000
1111001111100010 | 0000110000000000
1001110110010010 | 0110001000000000
1011001101010010 | 0100110000000000
0111100011010010 | 1000011100000000
0110111110110010 | 1001000000000000
1000101011110010 | 0111010100000000
0111011001001010 | 1000100100000000
1011110111001010 | 0100001000000000
1010101010101010 | 0101010100000000
0100111111101010 | 1011000000000000
1110101000011010 | 0001010100000000
0000111101011010 | 1111000000000000
1100010011011010 | 0011101100000000
1101001110111010 | 0010110000000000
1111110101111010 | 0000001000000000
0011011011111010 | 1100100100000000
1011101010000110 | 0100010100000000
0101111111000110 | 1010000000000000
0110011001100110 | 1001100100000000
1010110111100110 | 0101001000000000
1100001110010110 | 0011110000000000
1110110101010110 | 0001001000000000
0010011011010110 | 1101100100000000
1111101000110110 | 0000010100000000
0011000110110110 | 1100111000000000
0001111101110110 | 1110000000000000
1101010011110110 | 0010101100000000
1100110100001110 | 0011001000000000
1110001111001110 | 0001110000000000
0011111100101110 | 1100000000000000
1111010010101110 | 0000101100000000
1101101001101110 | 0010010100000000
0001000111101110 | 1110111000000000
1011010000011110 | 0100101100000000
0111111110011110 | 1000000000000000
0101000101011110 | 1010111000000000
1001101011011110 | 0110010100000000
0100011000111110 | 1011100100000000
1000110110111110 | 0111001000000000
1010001101111110 | 0101110000000000
0110100011111110 | 1001011100000000
1011100111000001 | 0100011000000000
1010111010100001 | 0101000100000000
0100101111100001 | 1011010000000000
1101011110110001 | 0010100000000000
1111100101110001 | 0000011000000000
0011001011110001 | 1100110100000000
1100111001001001 | 0011000100000000
1101100100101001 | 0010011000000000
0011110001101001 | 1100001100000000
1111011111101001 | 0000100000000000
1001100110011001 | 0110011000000000
1011011101011001 | 0100100000000000
0111110011011001 | 1000001100000000
0110101110111001 | 1001010000000000
0100010101111001 | 1011101000000000
1000111011111001 | 0111000100000000
1110011111000101 | 0001100000000000
0011101100100101 | 1100010000000000
1111000010100101 | 0000111100000000
1101111001100101 | 0010000100000000
0001010111100101 | 1110101000000000
0111101110010101 | 1000010000000000
0101010101010101 | 1010101000000000
1001111011010101 | 0110000100000000
1000100110110101 | 0111011000000000
1010011101110101 | 0101100000000000
0110110011110101 | 1001001100000000
0111010100001101 | 1000101000000000
1011111010001101 | 0100000100000000
0101101111001101 | 1010010000000000
1000011100101101 | 0111100000000000
0100110010101101 | 1011001100000000
0110001001101101 | 1001110100000000
1010100111101101 | 0101011000000000
1100011110011101 | 0011100000000000
1110100101011101 | 0001011000000000
0010001011011101 | 1101110100000000
1111111000111101 | 0000000100000000
0011010110111101 | 1100101000000000
0001101101111101 | 1110010000000000
1101000011111101 | 0010111100000000
0111001110000011 | 1000110000000000
0101110101000011 | 1010001000000000
1001011011000011 | 0110100100000000
1010111101100011 | 0101000000000000
0110010011100011 | 1001101100000000
1110111111010011 | 0001000000000000
0011001100110011 | 1100110000000000
1111100010110011 | 0000011100000000
1101011001110011 | 0010100100000000
0001110111110011 | 1110001000000000
1100111110001011 | 0011000000000000
1110000101001011 | 0001111000000000
0010101011001011 | 1101010100000000
1111011000101011 | 0000100100000000
0011110110101011 | 1100001000000000
0001001101101011 | 1110110000000000
1101100011101011 | 0010011100000000
0111110100011011 | 1000001000000000
1011011010011011 | 0100100100000000
1001100001011011 | 0110011100000000
0101001111011011 | 1010110000000000
1000111100111011 | 0111000000000000
0100010010111011 | 1011101100000000
0110101001111011 | 1001010100000000
1010000111111011 | 0101111000000000
1110011000000111 | 0001100100000000
0010110110000111 | 1101001000000000
1100100011000111 | 0011011100000000
1101111110100111 | 0010000000000000
1111000101100111 | 0000111000000000
0011101011100111 | 1100010100000000
1001111100010111 | 0110000000000000
0101010010010111 | 1010101100000000
0111101001010111 | 1000010100000000
1011000111010111 | 0100111000000000
0110110100110111 | 1001001000000000
1010011010110111 | 0101100100000000
1000100001110111 | 0111011100000000
0100001111110111 | 1011110000000000
0101101000001111 | 1010010100000000
1001000110001111 | 0110111000000000
1011111101001111 | 0100000000000000
0111010011001111 | 1000101100000000
1010100000101111 | 0101011100000000
0110001110101111 | 1001110000000000
0100110101101111 | 1011001000000000
1000011011101111 | 0111100100000000
0010001100011111 | 1101110000000000
1110100010011111 | 0001011100000000
1100011001011111 | 0011100100000000
0000110111011111 | 1111001000000000
1101000100111111 | 0010111000000000
0001101010111111 | 1110010100000000
0011010001111111 | 1100101100000000
